source_result_key,source_norm,candidate_1,score_1,candidate_2,score_2,candidate_3,score_3,recommendation
Lexington - St. Michaels,LEXINGTON - ST. MICHAELS,Lexington - St. Michael,0.9787,Lexington - St. Davids,0.7826,Lexington - Mims,0.7500,likely_safe
Lexington - W Columbia No 1,LEXINGTON - W COLUMBIA NO 1,Lexington - West Columbia No. 1,0.9310,Lexington - West Columbia No. 2,0.8966,Lexington - West Columbia No. 3,0.8966,likely_safe
Lexington - W Columbia No 2,LEXINGTON - W COLUMBIA NO 2,Lexington - West Columbia No. 2,0.9310,Lexington - West Columbia No. 1,0.8966,Lexington - West Columbia No. 3,0.8966,likely_safe
Lexington - W Columbia No 3,LEXINGTON - W COLUMBIA NO 3,Lexington - West Columbia No. 3,0.9310,Lexington - West Columbia No. 1,0.8966,Lexington - West Columbia No. 2,0.8966,likely_safe
Lexington - W Columbia No 4,LEXINGTON - W COLUMBIA NO 4,Lexington - West Columbia No. 4,0.9310,Lexington - West Columbia No. 1,0.8966,Lexington - West Columbia No. 2,0.8966,likely_safe
Newberry - Beth-Eden,NEWBERRY - BETH-EDEN,Newberry - Beth - Eden,0.9524,Newberry - Helena,0.7568,,,likely_safe
Newberry - Consolidated 5,NEWBERRY - CONSOLIDATED 5,Newberry - Consolidated Number 5,0.8772,,,,,review
Newberry - Kinards Jalapa,NEWBERRY - KINARDS JALAPA,Newberry - Kinards-Jalapa,0.9600,,,,,likely_safe
Newberry - Midway,NEWBERRY - MIDWAY,Newberry - Pomaria,0.8000,Newberry - Maybinton,0.7568,Newberry - Peak,0.7500,review
Newberry - Mt. Bethel Garmany,NEWBERRY - MT. BETHEL GARMANY,Newberry - Mt. Bethel-Garmany,0.9655,,,,,likely_safe
Newberry - Mt. Betherl Garmany,NEWBERRY - MT. BETHERL GARMANY,Newberry - Mt. Bethel-Garmany,0.9492,,,,,likely_safe
Newberry - Newberry Wd 1,NEWBERRY - NEWBERRY WD 1,Newberry - Newberry Ward 1,0.9600,Newberry - Newberry Ward 2,0.9200,Newberry - Newberry Ward 3,0.9200,likely_safe
Newberry - Newberry Wd 2,NEWBERRY - NEWBERRY WD 2,Newberry - Newberry Ward 2,0.9600,Newberry - Newberry Ward 1,0.9200,Newberry - Newberry Ward 3,0.9200,likely_safe
Newberry - Newberry Wd 3,NEWBERRY - NEWBERRY WD 3,Newberry - Newberry Ward 3,0.9600,Newberry - Newberry Ward 1,0.9200,Newberry - Newberry Ward 2,0.9200,likely_safe
Newberry - Newberry Wd 4,NEWBERRY - NEWBERRY WD 4,Newberry - Newberry Ward 4,0.9600,Newberry - Newberry Ward 1,0.9200,Newberry - Newberry Ward 2,0.9200,likely_safe
Newberry - Newberry Wd 5,NEWBERRY - NEWBERRY WD 5,Newberry - Newberry Ward 5,0.9600,Newberry - Newberry Ward 1,0.9200,Newberry - Newberry Ward 2,0.9200,likely_safe
Newberry - Newberry Wd 6,NEWBERRY - NEWBERRY WD 6,Newberry - Newberry Ward 6,0.9600,Newberry - Newberry Ward 1,0.9200,Newberry - Newberry Ward 2,0.9200,likely_safe
Newberry - Ponaria,NEWBERRY - PONARIA,Newberry - Pomaria,0.9444,Newberry - O'Neal,0.8235,Newberry - Peak,0.7879,likely_safe
Newberry - Prosperity,NEWBERRY - PROSPERITY,Newberry - Prosperity City,0.8936,Newberry - Prosperity Outside,0.8400,Newberry - Pomaria,0.7692,review
Newberry - St Phillips Jolly St.,NEWBERRY - ST PHILLIPS JOLLY ST.,Newberry - St. Phillips-Jolly Street,0.8824,,,,,review
Oconee - Emergency,OCONEE - EMERGENCY,Oconee - Keowee,0.7273,Oconee - Return,0.7273,,,review
Oconee - Newry Corinth,OCONEE - NEWRY CORINTH,Oconee - Newry-Corinth,0.9545,,,,,likely_safe
Oconee - Newry Cornith,OCONEE - NEWRY CORNITH,Oconee - Newry-Corinth,0.9091,,,,,likely_safe
Oconee - Seneca,OCONEE - SENECA,Oconee - Seneca 1,0.9375,Oconee - Seneca 2,0.9375,Oconee - Seneca 3,0.9375,likely_safe
Oconee - Tokeena Providence,OCONEE - TOKEENA PROVIDENCE,Oconee - Tokeena-Providence,0.9630,,,,,likely_safe
Oconee - Walhalla,OCONEE - WALHALLA,Oconee - Walhalla 1,0.9444,Oconee - Walhalla 2,0.9444,,,likely_safe
Orangeburg - 4 Holes,ORANGEBURG - 4 HOLES,Orangeburg - Four Holes,0.8837,Orangeburg - Cope,0.8108,Orangeburg - Bethel,0.7692,review
Orangeburg - Orangeburg Wd 7,ORANGEBURG - ORANGEBURG WD 7,Orangeburg - Orangeburg Wd 1,0.9643,Orangeburg - Orangeburg Wd 2,0.9643,Orangeburg - Orangeburg Wd 3,0.9643,likely_safe
Orangeburg - Orangeburg Wd10,ORANGEBURG - ORANGEBURG WD10,Orangeburg - Orangeburg Wd 10,0.9825,Orangeburg - Orangeburg Wd 1,0.9643,Orangeburg - Orangeburg Wd 2,0.9286,likely_safe
Orangeburg - Pinehill,ORANGEBURG - PINEHILL,Orangeburg - Pine Hill,0.9767,Orangeburg - Bethel,0.8000,Orangeburg - Springfield,0.8000,likely_safe
Pickens - 6 Mile Mountain,PICKENS - 6 MILE MOUNTAIN,Pickens - Six Mile Mountain,0.9231,Pickens - Fruit Mountain,0.8163,Pickens - Glassy Mountain,0.8000,likely_safe
Pickens - 9 Forks,PICKENS - 9 FORKS,Pickens - Nine Forks,0.8649,Pickens - Norris,0.7879,Pickens - Morrison,0.7429,review
Pickens - Albert R Lewis,PICKENS - ALBERT R LEWIS,Pickens - Albert R. Lewis,0.9796,Pickens - Abel,0.7368,,,likely_safe
Pickens - Central I,PICKENS - CENTRAL I,Pickens - West Central,0.8293,Pickens - North Central,0.8095,Pickens - South Central,0.8095,review
Pickens - Clemson I,PICKENS - CLEMSON I,Pickens - Clemson,0.9444,Pickens - Calhoun,0.7778,Pickens - Simpson,0.7778,likely_safe
Pickens - Crosswell I,PICKENS - CROSSWELL I,Pickens - Crosswell,0.9500,Pickens - Crossroads,0.7317,Pickens - Crescent Hill,0.7273,likely_safe
Pickens - Dacusville I,PICKENS - DACUSVILLE I,Pickens - Dacusville,0.9524,Pickens - Pickensville,0.7727,Pickens - Easley,0.7368,likely_safe
Pickens - Liberty I,PICKENS - LIBERTY I,Pickens - West Liberty,0.8293,Pickens - East Liberty,0.8293,Pickens - North Liberty,0.8095,review
Pickens - Park Street,PICKENS - PARK STREET,Pickens - Praters Creek,0.7727,Pickens - Pike,0.7429,,,review
Pickens - Pickens I,PICKENS - PICKENS I,Pickens - Pickensville,0.8780,Pickens - Pike,0.8485,Pickens - West Pickens,0.8293,review
Pickens - Praters Creek I,PICKENS - PRATERS CREEK I,Pickens - Praters Creek,0.9583,Pickens - Rices Creek,0.8261,Pickens - Georges Creek,0.7917,likely_safe
Pickens - Praters Creek Ii,PICKENS - PRATERS CREEK II,Pickens - Praters Creek,0.9388,Pickens - Rices Creek,0.8085,Pickens - Georges Creek,0.7755,likely_safe
Pickens - Rice Creek,PICKENS - RICE CREEK,Pickens - Rices Creek,0.9756,Pickens - Praters Creek,0.8372,Pickens - Georges Creek,0.8372,likely_safe
Richland - Brandon,RICHLAND - BRANDON,Richland - Brandon 1,0.9474,Richland - Brandon 2,0.9474,Richland - Briarwood,0.7895,likely_safe
Richland - Hopkins,RICHLAND - HOPKINS,Richland - Hopkins 1,0.9474,Richland - Hopkins 2,0.9474,Richland - Kingswood,0.7895,likely_safe
Richland - Keels,RICHLAND - KEELS,Richland - Keels 1,0.9412,Richland - Keels 2,0.9412,Richland - Keenan,0.8485,likely_safe
Richland - Parkridge,RICHLAND - PARKRIDGE,Richland - Parkridge 1,0.9524,Richland - Parkridge 2,0.9524,Richland - Ridgewood,0.8000,likely_safe
Richland - Parkway,RICHLAND - PARKWAY,Richland - Parkway 1,0.9474,Richland - Parkway 2,0.9474,Richland - Parkway 3,0.9474,likely_safe
Richland - Pennington,RICHLAND - PENNINGTON,Richland - Pennington 1,0.9545,Richland - Pennington 2,0.9545,Richland - Hampton,0.7692,likely_safe
Richland - Pine Lakes,RICHLAND - PINE LAKES,Richland - Pine Lakes 1,0.9545,Richland - Pine Lakes 2,0.9545,Richland - Pine Grove,0.8095,likely_safe
Richland - Pontiac,RICHLAND - PONTIAC,Richland - Pontiac 1,0.9474,Richland - Pontiac 2,0.9474,Richland - Monticello,0.8205,likely_safe
Richland - Rice Creek,RICHLAND - RICE CREEK,Richland - Rice Creek 1,0.9545,Richland - Rice Creek 2,0.9545,Richland - Bridge Creek,0.9091,likely_safe
Richland - Ridge View,RICHLAND - RIDGE VIEW,Richland - Ridge View 1,0.9545,Richland - Ridge View 2,0.9545,Richland - Greenview,0.8293,likely_safe
Richland - River Springs,RICHLAND - RIVER SPRINGS,Richland - Riversprings 1,0.9388,Richland - Riversprings 2,0.9388,Richland - Riversprings 3,0.9388,likely_safe
Richland - River Springs 1,RICHLAND - RIVER SPRINGS 1,Richland - Riversprings 1,0.9804,Richland - Riversprings 2,0.9412,Richland - Riversprings 3,0.9412,likely_safe
Richland - River Springs 2,RICHLAND - RIVER SPRINGS 2,Richland - Riversprings 2,0.9804,Richland - Riversprings 1,0.9412,Richland - Riversprings 3,0.9412,likely_safe
Richland - River Springs 3,RICHLAND - RIVER SPRINGS 3,Richland - Riversprings 3,0.9804,Richland - Riversprings 1,0.9412,Richland - Riversprings 2,0.9412,likely_safe
Richland - Springville,RICHLAND - SPRINGVILLE,Richland - Springville 1,0.9565,Richland - Springville 2,0.9565,Richland - Spring Valley,0.9130,likely_safe
Saluda - Higgins-Zoar,SALUDA - HIGGINS-ZOAR,Saluda - Higgins/Zoar,0.9756,,,,,likely_safe
Saluda - Ridge Spring - Monetta,SALUDA - RIDGE SPRING - MONETTA,Saluda - Ridge Spring/Monetta,0.9492,,,,,likely_safe
Saluda - Ridge Spring-Monetta,SALUDA - RIDGE SPRING-MONETTA,Saluda - Ridge Spring/Monetta,0.9825,,,,,likely_safe
Spartanburg - 2 Mile Creek,SPARTANBURG - 2 MILE CREEK,Spartanburg - Two Mile Creek,0.9259,Spartanburg - Willow Creek,0.8462,Spartanburg - Middle Tyger,0.7692,likely_safe
Spartanburg - Arrowood Baptist,SPARTANBURG - ARROWOOD BAPTIST,Spartanburg - Croft Baptist,0.8421,Spartanburg - Lake Bowen Baptist,0.8065,Spartanburg - Eastside Baptist,0.8000,review
Spartanburg - Beaumont Methodist Church,SPARTANBURG - BEAUMONT METHODIST CHURCH,Spartanburg - Ben Avon Methodist,0.8169,Spartanburg - Gramling Methodist,0.7606,Spartanburg - Landrum United Methodist,0.7532,review
Spartanburg - Bishop,SPARTANBURG - BISHOP,Spartanburg - Hope,0.8947,Spartanburg - Shoally,0.8293,Spartanburg - Beacon,0.8000,review
Spartanburg - Boiling Springs A,SPARTANBURG - BOILING SPRINGS A,Spartanburg - Boiling Springs 9Th Grade,0.8857,Spartanburg - Boiling Springs Elementary,0.8732,Spartanburg - Boling Springs Jr. High,0.8529,review
Spartanburg - Boiling Springs High,SPARTANBURG - BOILING SPRINGS HIGH,Spartanburg - Boling Springs Jr. High,0.9296,Spartanburg - Boiling Springs High School,0.9067,Spartanburg - Boiling Springs 9Th Grade,0.8767,likely_safe
Spartanburg - Boiling Springs Junior High,SPARTANBURG - BOILING SPRINGS JUNIOR HIGH,Spartanburg - Boling Springs Jr. High,0.9231,Spartanburg - Boiling Springs High School,0.8293,Spartanburg - Boiling Springs Elementary,0.7901,likely_safe
Spartanburg - C C Woodson Center,SPARTANBURG - C C WOODSON CENTER,Spartanburg - C.C. Woodson Recreation,0.8116,Spartanburg - Woodruff Leisure Center,0.7536,,,review
Spartanburg - Canaan Baptist,SPARTANBURG - CANAAN BAPTIST,Spartanburg - Croft Baptist,0.8364,Spartanburg - Canaan,0.8333,Spartanburg - Cornerstone Baptist,0.8197,review
Spartanburg - Cavins-Hobbysville,SPARTANBURG - CAVINS-HOBBYSVILLE,Spartanburg - Cavins Hobbysville,0.9688,,,,,likely_safe
Spartanburg - Cherokee Springs,SPARTANBURG - CHEROKEE SPRINGS,Spartanburg - Cherokee Springs Fire Station,0.8219,Spartanburg - Enoree River,0.7500,Spartanburg - Holly Springs Motlow,0.7500,review
Spartanburg - Cherokee Springs A,SPARTANBURG - CHEROKEE SPRINGS A,Spartanburg - Cherokee Springs Fire Station,0.8533,Spartanburg - Holly Springs Baptist,0.7761,Spartanburg - Cooley Springs Baptist,0.7647,review
Spartanburg - Chesnee Senior Center,SPARTANBURG - CHESNEE SENIOR CENTER,Spartanburg - Chesnee Elementary,0.8060,Spartanburg - Enoree River,0.7213,,,review
Spartanburg - Cleveland Elementary Sch,SPARTANBURG - CLEVELAND ELEMENTARY SCH,Spartanburg - Oakland Elementary,0.8286,Spartanburg - Lyman Elementary,0.8235,Spartanburg - Arcadia Elementary,0.8000,review
Spartanburg - Cleveland Elementary School,SPARTANBURG - CLEVELAND ELEMENTARY SCHOOL,Spartanburg - Oakland Elementary,0.7945,Spartanburg - Lyman Elementary,0.7887,Spartanburg - Arcadia Elementary,0.7671,review
Spartanburg - Clifdale Elementary,SPARTANBURG - CLIFDALE ELEMENTARY,Spartanburg - Arcadia Elementary,0.8615,Spartanburg - Pacolet Elementary,0.8615,Spartanburg - Lyman Elementary,0.8571,review
Spartanburg - Cornerstone,SPARTANBURG - CORNERSTONE,Spartanburg - Converse,0.8936,Spartanburg - Cornerstone Baptist,0.8621,Spartanburg - Cowpens,0.7826,review
Spartanburg - Drayton Fire Station,SPARTANBURG - DRAYTON FIRE STATION,Spartanburg - Startex Fire Station,0.8529,Spartanburg - Converse Fire Station,0.8406,Spartanburg - Pelham Fire Station,0.8358,review
Spartanburg - Enoree 1St Baptist,SPARTANBURG - ENOREE 1ST BAPTIST,Spartanburg - Enoree First Baptist,0.9394,Spartanburg - Cornerstone Baptist,0.8308,Spartanburg - Croft Baptist,0.8136,likely_safe
Spartanburg - Fairforest,SPARTANBURG - FAIRFOREST,Spartanburg - Airport,0.8889,Spartanburg - Failsafe,0.8261,Spartanburg - Fairgrounds,0.8163,review
Spartanburg - Friendship Baptist,SPARTANBURG - FRIENDSHIP BAPTIST,Spartanburg - Mt. Moriah Baptist,0.7812,Spartanburg - Croft Baptist,0.7797,Spartanburg - Holly Springs Baptist,0.7761,review
Spartanburg - Grace Baptist,SPARTANBURG - GRACE BAPTIST,Spartanburg - Apalache Baptist,0.8772,Spartanburg - Croft Baptist,0.8519,Spartanburg - Eastside Baptist,0.8421,review
Spartanburg - Gramling,SPARTANBURG - GRAMLING,Spartanburg - Rainbow,0.8372,Spartanburg - Gramling Methodist,0.8148,Spartanburg - Drayton,0.7907,review
Spartanburg - Holly Springs,SPARTANBURG - HOLLY SPRINGS,Spartanburg - Holly Springs Motlow,0.8852,Spartanburg - Holly Springs Baptist,0.8710,Spartanburg - Cooley Springs Baptist,0.7937,review
Spartanburg - Inman Mills Baptist Church,SPARTANBURG - INMAN MILLS BAPTIST CHURCH,Spartanburg - Anderson Mill Baptist,0.7733,Spartanburg - Mt. Moriah Baptist,0.7222,,,review
Spartanburg - Mountain View Baptist,SPARTANBURG - MOUNTAIN VIEW BAPTIST,Spartanburg - Morningside Baptist,0.8529,Spartanburg - Cornerstone Baptist,0.7941,Spartanburg - Motlow Creek Baptist,0.7826,review
Spartanburg - Mt. Moriah,SPARTANBURG - MT. MORIAH,Spartanburg - Mt. Moriah Baptist,0.8571,Spartanburg - Cudd Memorial,0.7843,Spartanburg - Lyman,0.7442,review
Spartanburg - North Spartanburg Fire Station,SPARTANBURG - NORTH SPARTANBURG FIRE STATION,Spartanburg - Poplar Springs Fire Station,0.8235,Spartanburg - Startex Fire Station,0.7949,Spartanburg - Cherokee Springs Fire Station,0.7816,review
Spartanburg - Pacolet Town Hall,SPARTANBURG - PACOLET TOWN HALL,Spartanburg - Palmetto,0.7925,Spartanburg - Pacolet Elementary,0.7619,,,review
Spartanburg - Park Hills Elementary Sch,SPARTANBURG - PARK HILLS ELEMENTARY SCH,Spartanburg - Anderson Mill Elementary,0.8052,Spartanburg - Reidville Elementary,0.7945,Spartanburg - Arcadia Elementary,0.7887,review
Spartanburg - Pine Street Elementary School,SPARTANBURG - PINE STREET ELEMENTARY SCHOOL,Spartanburg - River Ridge Elementary,0.7595,Spartanburg - West View Elementary,0.7532,Spartanburg - Pacolet Elementary,0.7467,review
Spartanburg - Poplar Springs A,SPARTANBURG - POPLAR SPRINGS A,Spartanburg - Poplar Springs Fire Station,0.8451,Spartanburg - Holly Springs Baptist,0.8000,Spartanburg - Cooley Springs Baptist,0.7879,review
Spartanburg - Powell Saxon Una Fire Station,SPARTANBURG - POWELL SAXON UNA FIRE STATION,Spartanburg - Powell Saxon Una,0.8219,Spartanburg - Wellford Fire Station,0.8205,Spartanburg - Pelham Fire Station,0.8158,review
Spartanburg - Powell-Saxon,SPARTANBURG - POWELL-SAXON,Spartanburg - Powell Saxon Una,0.8929,Spartanburg - Beacon,0.7826,Spartanburg - Cowpens,0.7660,review
Spartanburg - Rebirth Missionary Baptist,SPARTANBURG - REBIRTH MISSIONARY BAPTIST,Spartanburg - Cornerstone Baptist,0.7671,Spartanburg - Mt. Moriah Baptist,0.7500,Spartanburg - Eastside Baptist,0.7429,review
Spartanburg - Reidville A,SPARTANBURG - REIDVILLE A,Spartanburg - Reidville Elementary,0.8475,Spartanburg - Reidville Fire Station,0.8197,Spartanburg - Valley Falls,0.7843,review
Spartanburg - Roebuck A,SPARTANBURG - ROEBUCK A,Spartanburg - Roebuck Elementary,0.8364,Spartanburg - Roebuck Bethlehem,0.8148,Spartanburg - Hope,0.7805,review
Spartanburg - Roebuck B,SPARTANBURG - ROEBUCK B,Spartanburg - Roebuck Bethlehem,0.8519,Spartanburg - Roebuck Elementary,0.8000,Spartanburg - Hope,0.7805,review
Spartanburg - Silverhill Methodist,SPARTANBURG - SILVERHILL METHODIST,Spartanburg - Victor Mill Methodist,0.8406,Spartanburg - Silverhill Memorial Umc,0.8169,Spartanburg - Trinity Methodist,0.8000,review
Spartanburg - Silverhill United Methodist,SPARTANBURG - SILVERHILL UNITED METHODIST,Spartanburg - Landrum United Methodist,0.8354,Spartanburg - Duncan United Methodist,0.7949,Spartanburg - Trinity Methodist,0.7778,review
Spartanburg - Southside Baptist,SPARTANBURG - SOUTHSIDE BAPTIST,Spartanburg - Eastside Baptist,0.9180,Spartanburg - Morningside Baptist,0.8438,Spartanburg - Croft Baptist,0.8276,likely_safe
Spartanburg - T.W. Edwards Recreation Center,SPARTANBURG - T.W. EDWARDS RECREATION CENTER,Spartanburg - C.C. Woodson Recreation,0.7654,Spartanburg - Woodland Heights Recreation Center,0.7391,,,review
Spartanburg - Trinity Methodist Church,SPARTANBURG - TRINITY METHODIST CHURCH,Spartanburg - Trinity Methodist,0.8986,Spartanburg - Gramling Methodist,0.7714,Spartanburg - Victor Mill Methodist,0.7397,review
Spartanburg - Una Fire Station,SPARTANBURG - UNA FIRE STATION,Spartanburg - Pelham Fire Station,0.8889,Spartanburg - Startex Fire Station,0.8750,Spartanburg - Converse Fire Station,0.8615,review
Spartanburg - West View A,SPARTANBURG - WEST VIEW A,Spartanburg - West View Elementary,0.8475,Spartanburg - Cowpens,0.7391,Spartanburg - Chestnut Lake,0.7308,review
Spartanburg - Westside Baptist,SPARTANBURG - WESTSIDE BAPTIST,Spartanburg - Eastside Baptist,0.9667,Spartanburg - Morningside Baptist,0.8254,Spartanburg - Cornerstone Baptist,0.8254,likely_safe
Spartanburg - Whitlock Junior High,SPARTANBURG - WHITLOCK JUNIOR HIGH,Spartanburg - Whitlock Jr. High,0.9231,,,,,likely_safe
Spartanburg - Woodruff American Legion,SPARTANBURG - WOODRUFF AMERICAN LEGION,,,,,,,no_confident_match
Spartanburg - Woodruff Armory Drive Fire Station,SPARTANBURG - WOODRUFF ARMORY DRIVE FIRE STATION,Spartanburg - Wellford Fire Station,0.7711,Spartanburg - Poplar Springs Fire Station,0.7416,Spartanburg - Cross Anchor Fire Station,0.7356,review
Spartanburg - Woodruff Town Hall,SPARTANBURG - WOODRUFF TOWN HALL,,,,,,,no_confident_match
Sumter - 2Nd Mill,SUMTER - 2ND MILL,Sumter - Second Mill,0.8649,Sumter - Stone Hill,0.7778,Sumter - Millwood,0.7647,review
Sumter - Burns-Downs,SUMTER - BURNS-DOWNS,Sumter - Bunrs-Downs,0.9500,,,,,likely_safe
Sumter - Causeway Branch,SUMTER - CAUSEWAY BRANCH,Sumter - Causeway Branch 1,0.9600,Sumter - Causeway Branch 2,0.9600,,,likely_safe
Sumter - Dalzell,SUMTER - DALZELL,Sumter - Dalzell 1,0.9412,Sumter - Dalzell 2,0.9412,Sumter - Salem,0.8000,likely_safe
Sumter - Ebenezer No. 1,SUMTER - EBENEZER NO. 1,Sumter - Ebenezer 1,0.9048,Sumter - Ebenezer 2,0.8571,Florence - Ebenezer No. 1,0.7500,likely_safe
Sumter - Ebenezer No. 2,SUMTER - EBENEZER NO. 2,Sumter - Ebenezer 2,0.9048,Sumter - Ebenezer 1,0.8571,Florence - Ebenezer No. 2,0.7500,likely_safe
Sumter - Emergency 2,SUMTER - EMERGENCY 2,Sumter - Rembert,0.7222,,,,,review
Sumter - Green Swamp 1,SUMTER - GREEN SWAMP 1,Sumter - Green Swamp 2,0.9545,Sumter - Green Swamp,0.9524,,,likely_safe
Sumter - Oakland Plant. 1,SUMTER - OAKLAND PLANT. 1,Sumter - Oakland Plantation 1,0.8889,Sumter - Oakland Plantation 2,0.8519,,,review
Sumter - Oakland Plant. 2,SUMTER - OAKLAND PLANT. 2,Sumter - Oakland Plantation 2,0.8889,Sumter - Oakland Plantation 1,0.8519,,,review
Sumter - St. John,SUMTER - ST. JOHN,Sumter - St.John,0.9697,Sumter - St. Paul,0.7647,Sumter - Shaw,0.7333,likely_safe
Union - Putman,UNION - PUTMAN,Union - Putnam,0.8571,,,,,review
Union - Ward 1 Box 1,UNION - WARD 1 BOX 1,Union - Union Ward 1 Box 1,0.8696,Union - Union Ward 1 Box 2,0.8261,Union - Union Ward 4 Box 1,0.8261,review
Union - Ward 1 Box 2,UNION - WARD 1 BOX 2,Union - Union Ward 1 Box 2,0.8696,Union - Union Ward 1 Box 1,0.8261,Union - Union Ward 4 Box 2,0.8261,review
Union - Ward 4 Box 1,UNION - WARD 4 BOX 1,Union - Union Ward 4 Box 1,0.8696,Union - Union Ward 1 Box 1,0.8261,Union - Union Ward 4 Box 2,0.8261,review
Union - Ward 4 Box 2,UNION - WARD 4 BOX 2,Union - Union Ward 4 Box 2,0.8696,Union - Union Ward 1 Box 2,0.8261,Union - Union Ward 4 Box 1,0.8261,review
Williamsburg - Henry-Poplar Hl,WILLIAMSBURG - HENRY-POPLAR HL,Williamsburg - Henry-Poplar Hill,0.9677,Williamsburg - Earles,0.7451,Williamsburg - Central,0.7308,likely_safe
York - Clover No. 1,YORK - CLOVER NO. 1,York - York No. 1,0.8333,York - Clover,0.8125,York - York No. 2,0.7778,review
York - Clover No. 2,YORK - CLOVER NO. 2,York - York No. 2,0.8333,York - Clover,0.8125,York - York No. 1,0.7778,review
York - Fort Mill 1,YORK - FORT MILL 1,York - Fort Mill No. 1,0.9000,York - Fort Mill No. 3,0.8500,York - Fort Mill No. 4,0.8500,likely_safe
York - Fort Mill 2,YORK - FORT MILL 2,York - Fort Mill No. 2,0.9000,York - Fort Mill No. 1,0.8500,York - Fort Mill No. 3,0.8500,likely_safe
York - Fort Mill 3,YORK - FORT MILL 3,York - Fort Mill No. 3,0.9000,York - Fort Mill No. 1,0.8500,York - Fort Mill No. 4,0.8500,likely_safe
York - Oak Ridge,YORK - OAK RIDGE,York - Oakridge,0.9677,York - Dobys Bridge,0.8000,York - Northside,0.7500,likely_safe
York - Rock Hill No.3,YORK - ROCK HILL NO.3,York - Rock Hill No. 3,0.9767,York - Rock Hill No. 2,0.9302,York - Rock Hill No. 4,0.9302,likely_safe
