precinct_id,cvap_18plus,hispanic_cvap,non_hispanic_cvap,white_cvap,black_cvap,asian_cvap,native_cvap,pacific_cvap,multiracial_cvap,white_cvap_pct,black_cvap_pct,hispanic_cvap_pct,asian_cvap_pct,native_cvap_pct,pacific_cvap_pct,multiracial_cvap_pct
GREENVILLE - TIMBERLAKE,2590,124,2467,2196,143,5,0,0,0,84.79,5.52,4.79,0.19,0.00,0.00,0.00
GREENVILLE - TRADE,3350,245,3142,2137,751,80,0,0,51,63.79,22.42,7.31,2.39,0.00,0.00,1.52
GREENVILLE - TRAVELERS REST 1,2799,67,2732,2179,374,0,0,0,4,77.85,13.36,2.39,0.00,0.00,0.00,0.14
GREENVILLE - TRAVELERS REST 2,2090,97,2001,1653,345,6,0,0,0,79.09,16.51,4.64,0.29,0.00,0.00,0.00
GREENVILLE - TUBBS MOUNTAIN,2971,29,2933,2707,200,3,0,0,2,91.11,6.73,0.98,0.10,0.00,0.00,0.07
GREENVILLE - TYGER RIVER,1994,322,1637,1152,435,0,0,0,16,57.77,21.82,16.15,0.00,0.00,0.00,0.80
GREENVILLE - VERDMONT,2599,304,2297,1927,256,60,2,0,0,74.14,9.85,11.70,2.31,0.08,0.00,0.00
GREENVILLE - WADE HAMPTON,2556,499,2056,1827,168,27,0,4,0,71.48,6.57,19.52,1.06,0.00,0.16,0.00
GREENVILLE - WALNUT SPRINGS,5878,339,5538,4330,896,84,21,0,19,73.66,15.24,5.77,1.43,0.36,0.00,0.32
GREENVILLE - WARE PLACE,2466,123,2341,2010,175,100,0,0,0,81.51,7.10,4.99,4.06,0.00,0.00,0.00
GREENVILLE - WELCOME,2887,340,2535,1159,1280,0,0,0,0,40.15,44.34,11.78,0.00,0.00,0.00,0.00
GREENVILLE - WELLINGTON,1316,62,1253,1127,14,37,0,0,0,85.64,1.06,4.71,2.81,0.00,0.00,0.00
GREENVILLE - WESTCLIFFE,2346,168,2164,1137,978,7,0,0,0,48.47,41.69,7.16,0.30,0.00,0.00,0.00
GREENVILLE - WESTSIDE,3215,465,2828,1827,806,54,106,0,0,56.83,25.07,14.46,1.68,3.30,0.00,0.00
GREENVILLE - WOODMONT,3568,106,3464,1640,1574,4,0,0,0,45.96,44.11,2.97,0.11,0.00,0.00,0.00
GREENVILLE - WOODRUFF LAKES,2390,155,2235,1863,216,122,0,0,0,77.95,9.04,6.49,5.10,0.00,0.00,0.00
GREENWOOD - AIRPORT,1686,59,1623,1263,367,8,0,0,0,74.91,21.77,3.50,0.47,0.00,0.00,0.00
GREENWOOD - ALLIES CROSSING,983,78,898,772,83,0,0,0,0,78.54,8.44,7.93,0.00,0.00,0.00,0.00
GREENWOOD - ANGEL OAKS CROSSING,1248,0,1236,1078,90,0,0,0,0,86.38,7.21,0.00,0.00,0.00,0.00,0.00
GREENWOOD - ASHLEY RIVER RUN,958,64,901,412,511,0,0,0,0,43.01,53.34,6.68,0.00,0.00,0.00,0.00
GREENWOOD - BEES FERRY,1573,80,1495,136,1362,0,0,0,0,8.65,86.59,5.09,0.00,0.00,0.00,0.00
GREENWOOD - BILTMORE PINES,1281,50,1237,974,236,0,0,0,0,76.03,18.42,3.90,0.00,0.00,0.00,0.00
GREENWOOD - BRADLEY,222,0,223,131,83,0,0,0,0,59.01,37.39,0.00,0.00,0.00,0.00,0.00
GREENWOOD - CALLISON,1112,0,1111,943,120,0,0,0,0,84.80,10.79,0.00,0.00,0.00,0.00,0.00
GREENWOOD - CIVIC CENTER,1270,40,1229,506,597,0,0,0,0,39.84,47.01,3.15,0.00,0.00,0.00,0.00
GREENWOOD - COKESBURY,1076,14,1076,585,497,9,0,0,3,54.37,46.19,1.30,0.84,0.00,0.00,0.28
GREENWOOD - CORONACA,1230,2,1229,1166,57,0,0,0,0,94.80,4.63,0.16,0.00,0.00,0.00,0.00
GREENWOOD - EMERALD,806,47,763,123,671,0,0,0,0,15.26,83.25,5.83,0.00,0.00,0.00,0.00
GREENWOOD - EMERALD HIGH,573,0,572,498,57,0,0,0,0,86.91,9.95,0.00,0.00,0.00,0.00,0.00
GREENWOOD - EPWORTH,750,11,740,634,80,0,0,0,0,84.53,10.67,1.47,0.00,0.00,0.00,0.00
GREENWOOD - FAIRHOPE FERRY,1775,67,1709,659,1029,0,0,0,0,37.13,57.97,3.77,0.00,0.00,0.00,0.00
GREENWOOD - GEORGETOWN,1146,27,1113,735,260,3,0,0,0,64.14,22.69,2.36,0.26,0.00,0.00,0.00
GREENWOOD - GIDEONS WAY,800,2,808,190,601,0,5,0,0,23.75,75.12,0.25,0.00,0.62,0.00,0.00
GREENWOOD - GLENDALE,763,0,771,672,45,0,0,0,0,88.07,5.90,0.00,0.00,0.00,0.00,0.00
GREENWOOD - GRAHAMS GLEN,812,0,811,718,89,0,0,0,0,88.42,10.96,0.00,0.00,0.00,0.00,0.00
GREENWOOD - GRANDIFLORA GLEN,774,33,744,439,257,26,0,0,0,56.72,33.20,4.26,3.36,0.00,0.00,0.00
GREENWOOD - GREENWOOD HIGH,1088,94,1007,742,207,27,0,0,0,68.20,19.03,8.64,2.48,0.00,0.00,0.00
GREENWOOD - GREENWOOD MILL,777,8,760,610,127,0,0,0,0,78.51,16.34,1.03,0.00,0.00,0.00,0.00
GREENWOOD - HARRIS,858,5,845,603,219,6,0,0,0,70.28,25.52,0.58,0.70,0.00,0.00,0.00
GREENWOOD - HODGES,1535,0,1535,1286,186,9,0,0,0,83.78,12.12,0.00,0.59,0.00,0.00,0.00
GREENWOOD - HOPES FERRY,1230,146,1097,566,561,0,5,0,0,46.02,45.61,11.87,0.00,0.41,0.00,0.00
GREENWOOD - LACO,1489,60,1408,1078,330,0,0,0,0,72.40,22.16,4.03,0.00,0.00,0.00,0.00
GREENWOOD - LIBERTY,1373,179,1194,643,472,0,0,0,0,46.83,34.38,13.04,0.00,0.00,0.00,0.00
GREENWOOD - LIVIS KNOLL,2835,142,2693,1643,1077,0,0,0,9,57.95,37.99,5.01,0.00,0.00,0.00,0.32
GREENWOOD - LOBLOLLY PINES,1381,40,1336,320,993,0,0,2,0,23.17,71.90,2.90,0.00,0.00,0.14,0.00
GREENWOOD - LOWER LAKE,1069,35,1033,1033,25,0,0,0,5,96.63,2.34,3.27,0.00,0.00,0.00,0.47
GREENWOOD - MARSHALL OAKS,757,46,651,171,437,0,0,2,0,22.59,57.73,6.08,0.00,0.00,0.26,0.00
GREENWOOD - MAXWELLTON PIKE,761,0,768,746,25,0,0,0,0,98.03,3.29,0.00,0.00,0.00,0.00,0.00
GREENWOOD - MIMOSA CREST,989,26,962,652,294,11,0,0,0,65.93,29.73,2.63,1.11,0.00,0.00,0.00
GREENWOOD - MOUNTAIN LAUREL,1208,35,1174,410,700,0,0,0,0,33.94,57.95,2.90,0.00,0.00,0.00,0.00
GREENWOOD - NEW CASTLE,1143,13,1120,909,173,23,0,0,0,79.53,15.14,1.14,2.01,0.00,0.00,0.00
GREENWOOD - NEW MARKET,1182,5,1179,732,464,0,0,0,0,61.93,39.26,0.42,0.00,0.00,0.00,0.00
GREENWOOD - NINETY SIX,908,0,911,290,587,0,0,0,0,31.94,64.65,0.00,0.00,0.00,0.00,0.00
GREENWOOD - NINETY SIX MILL,1045,130,921,879,40,0,0,0,0,84.11,3.83,12.44,0.00,0.00,0.00,0.00
GREENWOOD - PARSONS MILL,1160,29,1129,897,138,103,0,0,0,77.33,11.90,2.50,8.88,0.00,0.00,0.00
GREENWOOD - PEBBLE STONE WAY,1090,39,1095,697,389,0,0,0,0,63.94,35.69,3.58,0.00,0.00,0.00,0.00
GREENWOOD - PINECREST,1163,26,1138,760,353,14,0,0,0,65.35,30.35,2.24,1.20,0.00,0.00,0.00
GREENWOOD - RILEY,261,0,256,153,71,0,0,0,2,58.62,27.20,0.00,0.00,0.00,0.00,0.77
GREENWOOD - RUTHERFORD SHOALS,951,46,898,672,209,0,0,0,9,70.66,21.98,4.84,0.00,0.00,0.00,0.95
GREENWOOD - SANDRIDGE,683,5,675,613,66,0,0,0,0,89.75,9.66,0.73,0.00,0.00,0.00,0.00
GREENWOOD - SHOALS JUNCTION,445,0,440,359,63,5,0,0,0,80.67,14.16,0.00,1.12,0.00,0.00,0.00
GREENWOOD - SPARROWS GRACE,1295,0,1294,1189,50,48,0,0,0,91.81,3.86,0.00,3.71,0.00,0.00,0.00
GREENWOOD - STONEWOOD,873,35,838,855,30,22,0,0,4,97.94,3.44,4.01,2.52,0.00,0.00,0.46
GREENWOOD - TROY,158,0,156,102,42,0,0,0,0,64.56,26.58,0.00,0.00,0.00,0.00,0.00
GREENWOOD - VERDERY,952,0,968,446,557,0,0,0,0,46.85,58.51,0.00,0.00,0.00,0.00,0.00
GREENWOOD - WARE SHOALS,1004,91,922,592,321,0,0,0,9,58.96,31.97,9.06,0.00,0.00,0.00,0.90
HAMPTON - BLACK CREEK,277,16,228,142,62,0,0,0,0,51.26,22.38,5.78,0.00,0.00,0.00,0.00
HAMPTON - BONNETT,825,0,825,728,120,0,0,0,0,88.24,14.55,0.00,0.00,0.00,0.00,0.00
HAMPTON - BRUNSON,659,0,660,411,232,0,0,0,0,62.37,35.20,0.00,0.00,0.00,0.00,0.00
HAMPTON - CROCKETVILLE-MILEY,713,0,714,313,375,0,0,0,0,43.90,52.59,0.00,0.00,0.00,0.00,0.00
HAMPTON - CUMMINGS,546,2,540,276,268,0,0,0,0,50.55,49.08,0.37,0.00,0.00,0.00,0.00
HAMPTON - EARLY BRANCH,476,0,475,182,277,0,0,0,0,38.24,58.19,0.00,0.00,0.00,0.00,0.00
HAMPTON - ESTILL,2519,118,2484,358,2038,0,0,0,0,14.21,80.91,4.68,0.00,0.00,0.00,0.00
HAMPTON - FURMAN,607,0,599,326,298,0,0,0,0,53.71,49.09,0.00,0.00,0.00,0.00,0.00
HAMPTON - GARNETT,88,0,87,36,54,0,0,0,0,40.91,61.36,0.00,0.00,0.00,0.00,0.00
HAMPTON - GIFFORD,360,63,289,31,303,0,0,0,0,8.61,84.17,17.50,0.00,0.00,0.00,0.00
HAMPTON - HAMPTON NO. 1,1412,0,1405,578,815,8,0,0,5,40.93,57.72,0.00,0.57,0.00,0.00,0.35
HAMPTON - HAMPTON NO. 2,1476,46,1432,902,535,3,0,0,0,61.11,36.25,3.12,0.20,0.00,0.00,0.00
HAMPTON - HOPEWELL,325,0,291,240,34,0,0,0,0,73.85,10.46,0.00,0.00,0.00,0.00,0.00
HAMPTON - HORSE GALL,87,0,88,95,1,0,0,0,0,109.20,1.15,0.00,0.00,0.00,0.00,0.00
HAMPTON - RIVERS MILL,72,0,71,45,24,0,0,0,0,62.50,33.33,0.00,0.00,0.00,0.00,0.00
HAMPTON - SCOTIA,217,0,217,38,176,0,0,0,0,17.51,81.11,0.00,0.00,0.00,0.00,0.00
HAMPTON - VARNVILLE,2372,26,2355,1022,1274,11,16,0,0,43.09,53.71,1.10,0.46,0.67,0.00,0.00
HAMPTON - YEMASSEE,1071,64,1007,388,580,0,0,0,0,36.23,54.15,5.98,0.00,0.00,0.00,0.00
HORRY - ADRIAN,3044,114,2891,2210,705,30,0,0,0,72.60,23.16,3.75,0.99,0.00,0.00,0.00
HORRY - ALLSBROOK,1152,8,1143,1031,105,0,0,0,0,89.50,9.11,0.69,0.00,0.00,0.00,0.00
HORRY - ATLANTIC BEACH,207,14,195,94,119,2,0,0,0,45.41,57.49,6.76,0.97,0.00,0.00,0.00
HORRY - AYNOR,2648,39,2601,2309,253,13,0,0,0,87.20,9.55,1.47,0.49,0.00,0.00,0.00
HORRY - BAYBORO-GURLEY,2069,15,2049,1556,479,0,0,0,0,75.21,23.15,0.72,0.00,0.00,0.00,0.00
HORRY - BROOKSVILLE 1,4003,131,3874,3275,468,2,33,0,0,81.81,11.69,3.27,0.05,0.82,0.00,0.00
HORRY - BROOKSVILLE 2,1705,19,1689,1322,420,30,3,0,0,77.54,24.63,1.11,1.76,0.18,0.00,0.00
HORRY - BROWNWAY,2665,87,2593,2295,241,0,3,0,0,86.12,9.04,3.26,0.00,0.11,0.00,0.00
HORRY - BURGESS 1,2783,13,2769,2667,12,101,0,0,0,95.83,0.43,0.47,3.63,0.00,0.00,0.00
HORRY - BURGESS 3,2126,13,2113,2075,34,0,0,0,0,97.60,1.60,0.61,0.00,0.00,0.00,0.00
HORRY - BURGESS 4,2133,19,2114,1620,224,127,11,0,34,75.95,10.50,0.89,5.95,0.52,0.00,1.59
HORRY - BURGESS 5,2298,30,2273,2204,29,21,0,0,0,95.91,1.26,1.31,0.91,0.00,0.00,0.00
HORRY - BURGESS2,3274,69,3201,3070,71,19,0,0,0,93.77,2.17,2.11,0.58,0.00,0.00,0.00
HORRY - CAROLINA BAYS,2882,52,2839,2543,241,47,0,0,5,88.24,8.36,1.80,1.63,0.00,0.00,0.17
HORRY - CAROLINA FOREST 1,4244,265,3969,3468,326,113,0,0,7,81.72,7.68,6.24,2.66,0.00,0.00,0.16
HORRY - CAROLINA FOREST 2,2382,281,2101,1773,104,154,0,0,0,74.43,4.37,11.80,6.47,0.00,0.00,0.00
HORRY - CEDAR GROVE,1892,70,1809,1563,112,37,6,0,0,82.61,5.92,3.70,1.96,0.32,0.00,0.00
HORRY - CHERRY GROVE 1,3216,104,3111,2932,26,27,0,0,0,91.17,0.81,3.23,0.84,0.00,0.00,0.00
HORRY - CHERRY GROVE 2,1194,0,1196,1152,54,0,0,0,0,96.48,4.52,0.00,0.00,0.00,0.00,0.00
HORRY - COASTAL CAROLINA,5492,468,5024,4213,618,55,9,0,0,76.71,11.25,8.52,1.00,0.16,0.00,0.00
HORRY - COASTAL LANE 1,1557,3,1535,308,1210,0,0,0,8,19.78,77.71,0.19,0.00,0.00,0.00,0.51
HORRY - COASTAL LANE 2,2693,97,2609,1177,1310,63,0,5,3,43.71,48.64,3.60,2.34,0.00,0.19,0.11
HORRY - COOL SPRINGS,777,5,774,701,81,1,0,0,0,90.22,10.42,0.64,0.13,0.00,0.00,0.00
HORRY - CRESCENT,2031,138,1865,1693,97,25,14,0,0,83.36,4.78,6.79,1.23,0.69,0.00,0.00
HORRY - DAISY,1603,56,1556,1292,251,0,0,0,0,80.60,15.66,3.49,0.00,0.00,0.00,0.00
HORRY - DEERFIELD,4820,130,4700,4389,68,162,0,0,16,91.06,1.41,2.70,3.36,0.00,0.00,0.33
HORRY - DOGBLUFF,1593,15,1587,1215,373,0,0,0,4,76.27,23.41,0.94,0.00,0.00,0.00,0.25
HORRY - DOGWOOD,2181,51,2123,1588,552,8,1,0,5,72.81,25.31,2.34,0.37,0.05,0.00,0.23
HORRY - DUNES 1,3519,44,3481,3130,126,93,5,0,41,88.95,3.58,1.25,2.64,0.14,0.00,1.17
HORRY - DUNES 2,2185,175,2008,1933,8,9,0,0,23,88.47,0.37,8.01,0.41,0.00,0.00,1.05
HORRY - DUNES 3,1129,8,1136,1075,23,24,0,0,0,95.22,2.04,0.71,2.13,0.00,0.00,0.00
HORRY - EAST CONWAY,1437,103,1378,1142,173,0,0,0,13,79.47,12.04,7.17,0.00,0.00,0.00,0.90
HORRY - EAST LORIS,4017,162,3861,2615,1035,178,0,0,0,65.10,25.77,4.03,4.43,0.00,0.00,0.00
HORRY - EBENEZER,3079,95,2986,2768,129,0,3,0,23,89.90,4.19,3.09,0.00,0.10,0.00,0.75
HORRY - EMERALD FOREST 1,3642,121,3447,2899,369,78,0,0,0,79.60,10.13,3.32,2.14,0.00,0.00,0.00
HORRY - EMERALD FOREST 2,6602,371,6301,5556,374,123,41,0,45,84.16,5.66,5.62,1.86,0.62,0.00,0.68
HORRY - EMERALD FOREST 3,3718,98,3623,3240,330,51,0,0,10,87.14,8.88,2.64,1.37,0.00,0.00,0.27
HORRY - ENTERPRISE 1,2585,259,2321,2158,105,2,3,0,8,83.48,4.06,10.02,0.08,0.12,0.00,0.31
HORRY - ENTERPRISE 2,2193,153,2042,2023,42,0,1,0,14,92.25,1.92,6.98,0.00,0.05,0.00,0.64
HORRY - FORESTBROOK,4292,378,3983,3551,365,0,5,0,0,82.74,8.50,8.81,0.00,0.12,0.00,0.00
HORRY - FOUR MILE,2799,183,2611,2006,539,12,0,0,4,71.67,19.26,6.54,0.43,0.00,0.00,0.14
HORRY - GALIVANTS FERRY,299,7,285,265,11,0,0,0,0,88.63,3.68,2.34,0.00,0.00,0.00,0.00
HORRY - GARDEN CITY 1,2945,87,2858,2765,0,0,30,27,7,93.89,0.00,2.95,0.00,1.02,0.92,0.24
HORRY - GARDEN CITY 2,1518,0,1518,1473,0,30,0,0,0,97.04,0.00,0.00,1.98,0.00,0.00,0.00
HORRY - GARDEN CITY 3,2794,41,2765,2645,67,16,0,0,0,94.67,2.40,1.47,0.57,0.00,0.00,0.00
HORRY - GARDEN CITY 4,1825,25,1788,1728,12,0,0,0,0,94.68,0.66,1.37,0.00,0.00,0.00,0.00
HORRY - GLENNS BAY,3132,40,3092,2909,115,33,0,0,0,92.88,3.67,1.28,1.05,0.00,0.00,0.00
HORRY - GREEN SEA,1049,2,1048,746,254,0,0,0,3,71.12,24.21,0.19,0.00,0.00,0.00,0.29
HORRY - HICKORY GROVE,2128,141,1980,1811,122,0,0,40,4,85.10,5.73,6.63,0.00,0.00,1.88,0.19
HORRY - HOMEWOOD,2551,26,2502,1337,871,143,0,0,0,52.41,34.14,1.02,5.61,0.00,0.00,0.00
HORRY - HORRY,2013,36,1979,1801,105,112,0,0,0,89.47,5.22,1.79,5.56,0.00,0.00,0.00
HORRY - INLAND,492,0,510,373,48,0,0,0,0,75.81,9.76,0.00,0.00,0.00,0.00,0.00
HORRY - JACKSON BLUFF,1064,16,1045,1031,1,0,0,0,4,96.90,0.09,1.50,0.00,0.00,0.00,0.38
HORRY - JAMESTOWN,4385,90,4277,2962,1324,18,6,0,2,67.55,30.19,2.05,0.41,0.14,0.00,0.05
HORRY - JERNIGANS X ROADS,822,0,822,651,133,0,0,0,1,79.20,16.18,0.00,0.00,0.00,0.00,0.12
HORRY - JET PORT 1,2390,210,2027,1723,140,21,0,0,0,72.09,5.86,8.79,0.88,0.00,0.00,0.00
HORRY - JET PORT 2,1540,34,1508,1355,104,5,6,0,5,87.99,6.75,2.21,0.32,0.39,0.00,0.32
HORRY - JET PORT 3,2333,163,2161,2070,51,10,0,0,0,88.73,2.19,6.99,0.43,0.00,0.00,0.00
HORRY - JET PORT 4,3340,277,3069,2919,75,14,0,0,0,87.40,2.25,8.29,0.42,0.00,0.00,0.00
HORRY - JUNIPER BAY,2401,297,2112,1766,313,20,1,0,1,73.55,13.04,12.37,0.83,0.04,0.00,0.04
HORRY - LAKE PARK 1,2431,343,2110,1537,374,0,60,0,60,63.23,15.38,14.11,0.00,2.47,0.00,2.47
HORRY - LAKE PARK 2,2142,461,1797,1512,174,0,0,0,4,70.59,8.12,21.52,0.00,0.00,0.00,0.19
HORRY - LAKE PARK 3,3093,332,2634,2295,321,0,0,0,0,74.20,10.38,10.73,0.00,0.00,0.00,0.00
HORRY - LEON,1933,36,1900,1037,855,0,4,0,0,53.65,44.23,1.86,0.00,0.21,0.00,0.00
HORRY - LITTLE RIVER 1,2520,38,2481,2270,96,12,5,0,0,90.08,3.81,1.51,0.48,0.20,0.00,0.00
HORRY - LITTLE RIVER 2,3743,131,3623,3272,265,10,11,4,0,87.42,7.08,3.50,0.27,0.29,0.11,0.00
HORRY - LITTLE RIVER 3,1811,31,1767,1787,6,1,0,0,0,98.67,0.33,1.71,0.06,0.00,0.00,0.00
HORRY - LIVE OAK,1112,4,1124,898,210,0,0,0,0,80.76,18.88,0.36,0.00,0.00,0.00,0.00
HORRY - MAPLE,1637,59,1581,1280,305,0,4,0,0,78.19,18.63,3.60,0.00,0.24,0.00,0.00
HORRY - MARLOWE 1,2624,54,2564,2476,58,0,0,0,0,94.36,2.21,2.06,0.00,0.00,0.00,0.00
HORRY - MARLOWE 2,3638,26,3615,3473,64,26,0,0,0,95.46,1.76,0.71,0.71,0.00,0.00,0.00
HORRY - MARLOWE 3,5255,176,5082,4626,395,48,0,0,0,88.03,7.52,3.35,0.91,0.00,0.00,0.00
HORRY - METHODIST-MILL SWAMP,1815,81,1737,1698,43,9,0,0,0,93.55,2.37,4.46,0.50,0.00,0.00,0.00
HORRY - MT OLIVE,1702,31,1677,1287,396,0,0,0,0,75.62,23.27,1.82,0.00,0.00,0.00,0.00
HORRY - MT VERNON,784,43,737,612,82,0,0,0,1,78.06,10.46,5.48,0.00,0.00,0.00,0.13
HORRY - MYRTLE TRACE,1559,58,1527,1420,91,27,0,0,0,91.08,5.84,3.72,1.73,0.00,0.00,0.00
HORRY - MYRTLEWOOD 1,1197,57,1146,865,240,0,0,0,0,72.26,20.05,4.76,0.00,0.00,0.00,0.00
HORRY - MYRTLEWOOD 2,2068,53,2011,1667,246,50,0,0,19,80.61,11.90,2.56,2.42,0.00,0.00,0.92
HORRY - MYRTLEWOOD 3,2102,42,2063,1867,103,71,0,0,1,88.82,4.90,2.00,3.38,0.00,0.00,0.05
HORRY - NIXONS X ROADS 1,2759,157,2601,2459,51,7,0,0,0,89.13,1.85,5.69,0.25,0.00,0.00,0.00
HORRY - NIXONS X ROADS 2,4236,179,4056,3171,898,19,0,0,0,74.86,21.20,4.23,0.45,0.00,0.00,0.00
HORRY - NIXONS X ROADS 3,2095,0,2109,1793,233,0,0,0,0,85.58,11.12,0.00,0.00,0.00,0.00,0.00
HORRY - NORTH CONWAY 1,2049,17,2031,1367,611,33,0,0,14,66.72,29.82,0.83,1.61,0.00,0.00,0.68
HORRY - NORTH CONWAY 2,1195,8,1212,1044,115,0,0,0,0,87.36,9.62,0.67,0.00,0.00,0.00,0.00
HORRY - OCEAN DRIVE 1,2337,24,2332,2256,60,7,1,0,0,96.53,2.57,1.03,0.30,0.04,0.00,0.00
HORRY - OCEAN DRIVE 2,1755,5,1745,1683,7,15,8,0,0,95.90,0.40,0.28,0.85,0.46,0.00,0.00
HORRY - OCEAN DRIVE 3,1862,5,1858,1760,45,34,0,0,0,94.52,2.42,0.27,1.83,0.00,0.00,0.00
HORRY - OCEAN FOREST 1,1607,68,1520,1412,30,14,0,0,7,87.87,1.87,4.23,0.87,0.00,0.00,0.44
HORRY - OCEAN FOREST 2,2247,64,2183,2102,25,0,0,0,21,93.55,1.11,2.85,0.00,0.00,0.00,0.93
HORRY - OCEAN FOREST 3,2200,431,1788,1366,234,9,11,0,20,62.09,10.64,19.59,0.41,0.50,0.00,0.91
HORRY - PALMETTO BAYS,4865,116,4678,4163,364,0,34,0,0,85.57,7.48,2.38,0.00,0.70,0.00,0.00
HORRY - PAWLEYS SWAMP,769,5,772,782,29,0,0,0,0,101.69,3.77,0.65,0.00,0.00,0.00,0.00
HORRY - PLEASANT VIEW,736,0,729,586,118,0,0,0,0,79.62,16.03,0.00,0.00,0.00,0.00,0.00
HORRY - POPLAR HILL,1334,0,1345,1232,100,7,0,0,0,92.35,7.50,0.00,0.52,0.00,0.00,0.00
HORRY - PORT HARRELSON,668,0,678,126,470,88,0,0,0,18.86,70.36,0.00,13.17,0.00,0.00,0.00
HORRY - RACEPATH 1,1852,34,1819,1036,742,0,0,0,2,55.94,40.06,1.84,0.00,0.00,0.00,0.11
HORRY - RACEPATH 2,2158,152,2020,840,947,91,1,4,0,38.92,43.88,7.04,4.22,0.05,0.19,0.00
HORRY - RED BLUFF,1349,47,1301,872,391,0,0,0,6,64.64,28.98,3.48,0.00,0.00,0.00,0.44
HORRY - RED HILL 1,4060,57,4009,3310,482,44,0,0,9,81.53,11.87,1.40,1.08,0.00,0.00,0.22
HORRY - RED HILL 2,2775,217,2556,2123,351,40,0,0,0,76.50,12.65,7.82,1.44,0.00,0.00,0.00
HORRY - RIVER OAKS,4475,122,4354,3954,245,80,8,0,73,88.36,5.47,2.73,1.79,0.18,0.00,1.63
HORRY - SALEM,2278,59,2224,1854,159,16,62,0,1,81.39,6.98,2.59,0.70,2.72,0.00,0.04
HORRY - SEA OATS 1,1696,59,1653,1199,281,27,2,14,12,70.70,16.57,3.48,1.59,0.12,0.83,0.71
HORRY - SEA OATS 2,1984,181,1786,1285,410,49,12,0,20,64.77,20.67,9.12,2.47,0.60,0.00,1.01
HORRY - SEA WINDS,4387,155,4223,3807,238,9,0,0,85,86.78,5.43,3.53,0.21,0.00,0.00,1.94
HORRY - SHELL,1706,69,1614,1475,75,0,8,81,9,86.46,4.40,4.04,0.00,0.47,4.75,0.53
HORRY - SOCASTEE 1,3095,84,3079,2760,167,154,0,0,0,89.18,5.40,2.71,4.98,0.00,0.00,0.00
HORRY - SOCASTEE 2,2719,86,2634,2423,12,0,0,0,28,89.11,0.44,3.16,0.00,0.00,0.00,1.03
HORRY - SOCASTEE 3,4941,353,4564,4430,130,0,7,0,0,89.66,2.63,7.14,0.00,0.14,0.00,0.00
HORRY - SOCASTEE 4,2120,131,2068,1832,174,43,0,0,0,86.42,8.21,6.18,2.03,0.00,0.00,0.00
HORRY - SURFSIDE 1,2484,8,2478,2358,18,22,0,19,0,94.93,0.72,0.32,0.89,0.00,0.76,0.00
HORRY - SURFSIDE 2,1210,15,1193,1112,34,0,0,0,0,91.90,2.81,1.24,0.00,0.00,0.00,0.00
HORRY - SURFSIDE 3,2954,25,2928,2459,252,85,0,0,0,83.24,8.53,0.85,2.88,0.00,0.00,0.00
HORRY - SURFSIDE 4,4195,97,4098,3572,327,58,17,0,20,85.15,7.79,2.31,1.38,0.41,0.00,0.48
HORRY - SWEET HOME,1806,36,1761,1078,653,0,0,0,9,59.69,36.16,1.99,0.00,0.00,0.00,0.50
HORRY - TILLY SWAMP,2711,93,2609,2418,99,45,3,0,2,89.19,3.65,3.43,1.66,0.11,0.00,0.07
HORRY - TODDVILLE,2166,66,2060,1791,267,0,0,0,9,82.69,12.33,3.05,0.00,0.00,0.00,0.42
HORRY - WACCAMAW,5515,149,5366,4818,384,94,0,0,0,87.36,6.96,2.70,1.70,0.00,0.00,0.00
HORRY - WAMPEE,2610,73,2530,1322,1143,13,0,0,3,50.65,43.79,2.80,0.50,0.00,0.00,0.11
HORRY - WEST CONWAY,1063,29,1035,837,224,0,0,0,2,78.74,21.07,2.73,0.00,0.00,0.00,0.19
HORRY - WEST LORIS,1341,23,1318,617,654,0,10,0,0,46.01,48.77,1.72,0.00,0.75,0.00,0.00
HORRY - WHITE OAK,879,21,852,741,61,0,2,30,0,84.30,6.94,2.39,0.00,0.23,3.41,0.00
HORRY - WILD WING,6143,331,5805,4503,830,78,0,0,24,73.30,13.51,5.39,1.27,0.00,0.00,0.39
HORRY - WINDY HILL 1,1691,71,1617,1483,61,8,0,0,0,87.70,3.61,4.20,0.47,0.00,0.00,0.00
HORRY - WINDY HILL 2,3237,29,3213,3079,65,22,0,28,5,95.12,2.01,0.90,0.68,0.00,0.86,0.15
JASPER - COOSAWHATCHIE,406,1,428,103,360,0,0,0,0,25.37,88.67,0.25,0.00,0.00,0.00,0.00
JASPER - GILLISONVILLE,850,9,828,396,464,0,0,0,0,46.59,54.59,1.06,0.00,0.00,0.00,0.00
JASPER - GRAHAMVILLE 1,1036,31,1000,772,214,50,0,0,0,74.52,20.66,2.99,4.83,0.00,0.00,0.00
JASPER - GRAHAMVILLE 2,4381,279,4092,1284,2594,34,10,0,15,29.31,59.21,6.37,0.78,0.23,0.00,0.34
JASPER - GRAYS,974,1,986,691,242,0,0,0,0,70.94,24.85,0.10,0.00,0.00,0.00,0.00
JASPER - HARDEEVILLE 1,1744,329,1217,565,539,0,3,0,0,32.40,30.91,18.86,0.00,0.17,0.00,0.00
JASPER - HARDEEVILLE 2,903,161,735,241,374,0,0,0,0,26.69,41.42,17.83,0.00,0.00,0.00,0.00
JASPER - HARDEEVILLE 3,969,18,1058,1004,60,8,2,0,0,103.61,6.19,1.86,0.83,0.21,0.00,0.00
