precinct_id,cvap_18plus,hispanic_cvap,non_hispanic_cvap,white_cvap,black_cvap,asian_cvap,native_cvap,pacific_cvap,multiracial_cvap,white_cvap_pct,black_cvap_pct,hispanic_cvap_pct,asian_cvap_pct,native_cvap_pct,pacific_cvap_pct,multiracial_cvap_pct
BARNWELL - ELKO,497,7,488,191,331,0,0,0,0,38.43,66.60,1.41,0.00,0.00,0.00,0.00
BARNWELL - FRIENDSHIP,993,11,984,923,65,0,0,0,0,92.95,6.55,1.11,0.00,0.00,0.00,0.00
BARNWELL - HEALING SPRINGS,778,1,776,257,487,0,0,0,0,33.03,62.60,0.13,0.00,0.00,0.00,0.00
BARNWELL - HILDA,949,0,948,753,189,0,0,0,0,79.35,19.92,0.00,0.00,0.00,0.00,0.00
BARNWELL - KLINE,611,18,590,283,235,0,0,5,0,46.32,38.46,2.95,0.00,0.00,0.82,0.00
BARNWELL - SNELLING,799,22,777,544,198,0,0,0,0,68.09,24.78,2.75,0.00,0.00,0.00,0.00
BARNWELL - WILLISTON 1,1843,5,1838,826,995,0,0,0,0,44.82,53.99,0.27,0.00,0.00,0.00,0.00
BARNWELL - WILLISTON 2,565,0,566,403,141,0,0,0,0,71.33,24.96,0.00,0.00,0.00,0.00,0.00
BARNWELL - WILLISTON 3,720,0,719,457,219,19,0,0,0,63.47,30.42,0.00,2.64,0.00,0.00,0.00
BEAUFORT - BEAUFORT 1,1168,19,1130,480,712,0,0,0,0,41.10,60.96,1.63,0.00,0.00,0.00,0.00
BEAUFORT - BEAUFORT 2,1029,33,1009,673,210,0,0,0,0,65.40,20.41,3.21,0.00,0.00,0.00,0.00
BEAUFORT - BEAUFORT 3,1707,4,1707,1429,159,4,0,0,0,83.71,9.31,0.23,0.23,0.00,0.00,0.00
BEAUFORT - BELFAIR 1,1463,19,1443,1312,86,26,1,0,0,89.68,5.88,1.30,1.78,0.07,0.00,0.00
BEAUFORT - BELFAIR 2,552,7,545,495,32,10,1,0,0,89.67,5.80,1.27,1.81,0.18,0.00,0.00
BEAUFORT - BLUFFTON 1A,874,135,743,587,152,0,0,0,0,67.16,17.39,15.45,0.00,0.00,0.00,0.00
BEAUFORT - BLUFFTON 1B,1373,118,1268,1166,114,0,0,0,0,84.92,8.30,8.59,0.00,0.00,0.00,0.00
BEAUFORT - BLUFFTON 1C,2079,131,1929,1827,85,0,0,0,0,87.88,4.09,6.30,0.00,0.00,0.00,0.00
BEAUFORT - BLUFFTON 1D,1071,184,886,763,125,0,0,0,0,71.24,11.67,17.18,0.00,0.00,0.00,0.00
BEAUFORT - BLUFFTON 2A,1689,358,1329,1288,66,4,0,0,0,76.26,3.91,21.20,0.24,0.00,0.00,0.00
BEAUFORT - BLUFFTON 2B,1649,96,1523,1291,120,44,0,0,0,78.29,7.28,5.82,2.67,0.00,0.00,0.00
BEAUFORT - BLUFFTON 2C,198,14,181,161,17,0,0,0,2,81.31,8.59,7.07,0.00,0.00,0.00,1.01
BEAUFORT - BLUFFTON 2D,865,77,773,674,77,0,0,0,0,77.92,8.90,8.90,0.00,0.00,0.00,0.00
BEAUFORT - BLUFFTON 2E,1832,272,1384,915,314,10,0,0,0,49.95,17.14,14.85,0.55,0.00,0.00,0.00
BEAUFORT - BLUFFTON 2F,271,20,248,221,23,0,0,0,2,81.55,8.49,7.38,0.00,0.00,0.00,0.74
BEAUFORT - BLUFFTON 3,1019,71,964,913,27,1,5,0,0,89.60,2.65,6.97,0.10,0.49,0.00,0.00
BEAUFORT - BLUFFTON 4A,143,10,132,127,0,4,0,0,0,88.81,0.00,6.99,2.80,0.00,0.00,0.00
BEAUFORT - BLUFFTON 4B,560,9,615,571,68,29,0,0,0,101.96,12.14,1.61,5.18,0.00,0.00,0.00
BEAUFORT - BLUFFTON 4C,878,30,861,816,37,0,0,0,0,92.94,4.21,3.42,0.00,0.00,0.00,0.00
BEAUFORT - BLUFFTON 4D,599,14,646,594,28,14,0,0,0,99.17,4.67,2.34,2.34,0.00,0.00,0.00
BEAUFORT - BLUFFTON 4E,871,13,956,887,105,46,0,0,0,101.84,12.06,1.49,5.28,0.00,0.00,0.00
BEAUFORT - BLUFFTON 4F,971,68,892,863,0,30,0,0,0,88.88,0.00,7.00,3.09,0.00,0.00,0.00
BEAUFORT - BLUFFTON 5A,1359,63,1303,1214,68,8,0,0,0,89.33,5.00,4.64,0.59,0.00,0.00,0.00
BEAUFORT - BLUFFTON 5B,1620,111,1497,1333,138,6,0,0,0,82.28,8.52,6.85,0.37,0.00,0.00,0.00
BEAUFORT - BLUFFTON 5C,1211,188,1030,812,210,0,0,0,0,67.05,17.34,15.52,0.00,0.00,0.00,0.00
BEAUFORT - BLUFFTON 5D,172,11,160,151,7,0,0,0,0,87.79,4.07,6.40,0.00,0.00,0.00,0.00
BEAUFORT - BLUFFTON 5E,412,71,341,294,48,0,0,0,0,71.36,11.65,17.23,0.00,0.00,0.00,0.00
BEAUFORT - BLUFFTON 6A,1129,53,1081,1008,56,6,0,0,0,89.28,4.96,4.69,0.53,0.00,0.00,0.00
BEAUFORT - BLUFFTON 6B,1674,40,1805,1659,77,41,0,0,0,99.10,4.60,2.39,2.45,0.00,0.00,0.00
BEAUFORT - BLUFFTON 7A,549,39,502,447,46,0,0,0,4,81.42,8.38,7.10,0.00,0.00,0.00,0.73
BEAUFORT - BLUFFTON 7B,3261,233,2985,2655,276,2,2,0,27,81.42,8.46,7.15,0.06,0.06,0.00,0.83
BEAUFORT - BUCKWALTER 1,838,28,822,779,36,0,0,0,0,92.96,4.30,3.34,0.00,0.00,0.00,0.00
BEAUFORT - BUCKWALTER 2,1229,42,1204,1141,52,0,0,0,0,92.84,4.23,3.42,0.00,0.00,0.00,0.00
BEAUFORT - BURTON 1A,2163,169,1991,1497,482,0,5,0,0,69.21,22.28,7.81,0.00,0.23,0.00,0.00
BEAUFORT - BURTON 1B,1952,21,1996,709,1252,0,0,0,0,36.32,64.14,1.08,0.00,0.00,0.00,0.00
BEAUFORT - BURTON 1C,626,58,565,282,232,0,0,0,25,45.05,37.06,9.27,0.00,0.00,0.00,3.99
BEAUFORT - BURTON 1D,2211,318,1896,1259,592,15,0,0,17,56.94,26.78,14.38,0.68,0.00,0.00,0.77
BEAUFORT - BURTON 2A,578,114,464,340,57,18,0,0,2,58.82,9.86,19.72,3.11,0.00,0.00,0.35
BEAUFORT - BURTON 2B,1440,119,1320,1011,327,0,0,0,0,70.21,22.71,8.26,0.00,0.00,0.00,0.00
BEAUFORT - BURTON 2C,1307,71,1239,887,251,12,0,0,0,67.87,19.20,5.43,0.92,0.00,0.00,0.00
BEAUFORT - BURTON 2D,813,44,771,552,156,8,0,0,0,67.90,19.19,5.41,0.98,0.00,0.00,0.00
BEAUFORT - BURTON 3A,1138,89,1048,787,254,0,2,0,0,69.16,22.32,7.82,0.00,0.18,0.00,0.00
BEAUFORT - BURTON 3B,2582,546,1977,1143,574,63,0,0,10,44.27,22.23,21.15,2.44,0.00,0.00,0.39
BEAUFORT - BURTON 4,1329,123,1199,599,493,0,0,0,53,45.07,37.10,9.26,0.00,0.00,0.00,3.99
BEAUFORT - BURTON 5A,6308,1241,5067,3709,617,199,0,0,24,58.80,9.78,19.67,3.15,0.00,0.00,0.38
BEAUFORT - BURTON 5B,1274,105,1167,894,290,0,0,0,0,70.17,22.76,8.24,0.00,0.00,0.00,0.00
BEAUFORT - CHECHESSEE 1,91,2,90,87,4,0,0,0,0,95.60,4.40,2.20,0.00,0.00,0.00,0.00
BEAUFORT - CHECHESSEE 2,1258,54,1199,1089,73,18,0,0,0,86.57,5.80,4.29,1.43,0.00,0.00,0.00
BEAUFORT - CHECHESSEE 3,1670,31,1645,1584,64,9,0,0,0,94.85,3.83,1.86,0.54,0.00,0.00,0.00
BEAUFORT - DALE LOBECO,1028,12,1016,343,662,0,0,0,0,33.37,64.40,1.17,0.00,0.00,0.00,0.00
BEAUFORT - DAUFUSKIE,592,150,442,414,24,0,0,0,4,69.93,4.05,25.34,0.00,0.00,0.00,0.68
BEAUFORT - HILTON HEAD 10,974,177,798,617,153,3,0,0,0,63.35,15.71,18.17,0.31,0.00,0.00,0.00
BEAUFORT - HILTON HEAD 11,1210,1,1260,1262,0,8,0,0,0,104.30,0.00,0.08,0.66,0.00,0.00,0.00
BEAUFORT - HILTON HEAD 12,711,84,570,537,0,0,2,0,0,75.53,0.00,11.81,0.00,0.28,0.00,0.00
BEAUFORT - HILTON HEAD 13,1322,10,1311,1272,11,0,0,0,0,96.22,0.83,0.76,0.00,0.00,0.00,0.00
BEAUFORT - HILTON HEAD 14,859,36,833,824,5,0,2,0,0,95.93,0.58,4.19,0.00,0.23,0.00,0.00
BEAUFORT - HILTON HEAD 15A,535,0,534,532,0,0,0,0,0,99.44,0.00,0.00,0.00,0.00,0.00,0.00
BEAUFORT - HILTON HEAD 15B,785,5,777,761,22,3,0,0,0,96.94,2.80,0.64,0.38,0.00,0.00,0.00
BEAUFORT - HILTON HEAD 1A,1812,566,1246,1073,136,37,0,0,0,59.22,7.51,31.24,2.04,0.00,0.00,0.00
BEAUFORT - HILTON HEAD 1B,1136,117,1019,874,145,0,0,0,0,76.94,12.76,10.30,0.00,0.00,0.00,0.00
BEAUFORT - HILTON HEAD 2A,1583,266,1338,1136,223,5,0,0,0,71.76,14.09,16.80,0.32,0.00,0.00,0.00
BEAUFORT - HILTON HEAD 2B,1760,175,1500,835,651,15,0,0,0,47.44,36.99,9.94,0.85,0.00,0.00,0.00
BEAUFORT - HILTON HEAD 2C,820,25,788,724,38,1,0,0,0,88.29,4.63,3.05,0.12,0.00,0.00,0.00
BEAUFORT - HILTON HEAD 2D,419,42,357,199,155,4,0,0,0,47.49,36.99,10.02,0.95,0.00,0.00,0.00
BEAUFORT - HILTON HEAD 2E,773,23,743,682,36,0,0,0,0,88.23,4.66,2.98,0.00,0.00,0.00,0.00
BEAUFORT - HILTON HEAD 3,767,5,766,753,4,0,0,0,0,98.17,0.52,0.65,0.00,0.00,0.00,0.00
BEAUFORT - HILTON HEAD 4A,786,43,763,774,1,0,0,0,0,98.47,0.13,5.47,0.00,0.00,0.00,0.00
BEAUFORT - HILTON HEAD 4B,1095,26,1074,1049,0,0,0,0,0,95.80,0.00,2.37,0.00,0.00,0.00,0.00
BEAUFORT - HILTON HEAD 4C,830,47,789,786,3,0,0,0,0,94.70,0.36,5.66,0.00,0.00,0.00,0.00
BEAUFORT - HILTON HEAD 4D,825,11,815,821,0,0,0,0,0,99.52,0.00,1.33,0.00,0.00,0.00,0.00
BEAUFORT - HILTON HEAD 5A,989,42,926,908,3,0,0,0,0,91.81,0.30,4.25,0.00,0.00,0.00,0.00
BEAUFORT - HILTON HEAD 5B,881,15,856,852,13,0,0,0,0,96.71,1.48,1.70,0.00,0.00,0.00,0.00
BEAUFORT - HILTON HEAD 5C,856,5,856,830,13,0,0,0,0,96.96,1.52,0.58,0.00,0.00,0.00,0.00
BEAUFORT - HILTON HEAD 6,1471,12,1546,1427,48,12,0,0,0,97.01,3.26,0.82,0.82,0.00,0.00,0.00
BEAUFORT - HILTON HEAD 7A,1384,115,1267,1109,144,0,0,0,14,80.13,10.40,8.31,0.00,0.00,0.00,1.01
BEAUFORT - HILTON HEAD 7B,228,6,224,221,0,1,0,0,0,96.93,0.00,2.63,0.44,0.00,0.00,0.00
BEAUFORT - HILTON HEAD 7C,1339,33,1312,1299,0,4,0,0,0,97.01,0.00,2.46,0.30,0.00,0.00,0.00
BEAUFORT - HILTON HEAD 8,639,20,624,596,15,9,0,0,0,93.27,2.35,3.13,1.41,0.00,0.00,0.00
BEAUFORT - HILTON HEAD 9A,662,0,662,632,10,0,0,1,0,95.47,1.51,0.00,0.00,0.00,0.15,0.00
BEAUFORT - HILTON HEAD 9B,814,18,791,787,0,6,0,0,0,96.68,0.00,2.21,0.74,0.00,0.00,0.00
BEAUFORT - HILTON HEAD 9C,1185,0,1185,1131,17,0,0,3,0,95.44,1.43,0.00,0.00,0.00,0.25,0.00
BEAUFORT - HILTON HEAD 9D,570,12,553,550,0,5,0,0,0,96.49,0.00,2.11,0.88,0.00,0.00,0.00
BEAUFORT - LADYS ISLAND 1A,765,52,710,547,104,12,0,0,0,71.50,13.59,6.80,1.57,0.00,0.00,0.00
BEAUFORT - LADYS ISLAND 1B,995,85,910,696,207,1,0,0,0,69.95,20.80,8.54,0.10,0.00,0.00,0.00
BEAUFORT - LADYS ISLAND 2A,634,55,574,541,28,0,0,0,0,85.33,4.42,8.68,0.00,0.00,0.00,0.00
BEAUFORT - LADYS ISLAND 2B,889,39,846,815,36,0,0,0,1,91.68,4.05,4.39,0.00,0.00,0.00,0.11
BEAUFORT - LADYS ISLAND 2C,991,58,927,815,94,5,0,0,2,82.24,9.49,5.85,0.50,0.00,0.00,0.20
BEAUFORT - LADYS ISLAND 2D,512,23,486,468,21,0,0,0,1,91.41,4.10,4.49,0.00,0.00,0.00,0.20
BEAUFORT - LADYS ISLAND 3A,1024,14,1016,854,129,0,0,0,5,83.40,12.60,1.37,0.00,0.00,0.00,0.49
BEAUFORT - LADYS ISLAND 3B,1475,8,1503,1544,49,10,0,0,0,104.68,3.32,0.54,0.68,0.00,0.00,0.00
BEAUFORT - LADYS ISLAND 3C,1241,99,1136,1094,53,3,0,0,0,88.15,4.27,7.98,0.24,0.00,0.00,0.00
BEAUFORT - LADYS ISLAND 4A,1015,69,940,724,137,16,0,0,0,71.33,13.50,6.80,1.58,0.00,0.00,0.00
BEAUFORT - LADYS ISLAND 4B,1148,97,1049,802,239,1,0,0,0,69.86,20.82,8.45,0.09,0.00,0.00,0.00
BEAUFORT - LADYS ISLAND 4C,977,85,885,835,42,0,0,0,0,85.47,4.30,8.70,0.00,0.00,0.00,0.00
BEAUFORT - MOSS CREEK 1,732,19,700,691,8,0,0,0,0,94.40,1.09,2.60,0.00,0.00,0.00,0.00
BEAUFORT - MOSS CREEK 2,762,20,728,720,8,0,0,0,0,94.49,1.05,2.62,0.00,0.00,0.00,0.00
BEAUFORT - MOSSY OAKS 1A,1276,0,1275,858,461,2,6,0,7,67.24,36.13,0.00,0.16,0.47,0.00,0.55
BEAUFORT - MOSSY OAKS 1B,1191,124,1087,974,59,1,12,0,10,81.78,4.95,10.41,0.08,1.01,0.00,0.84
BEAUFORT - MOSSY OAKS 2,1332,67,1254,1036,181,9,6,0,17,77.78,13.59,5.03,0.68,0.45,0.00,1.28
BEAUFORT - NEW RIVER 1,546,17,534,466,39,0,0,0,3,85.35,7.14,3.11,0.00,0.00,0.00,0.55
BEAUFORT - NEW RIVER 2,2057,62,2015,1758,146,2,0,0,10,85.46,7.10,3.01,0.10,0.00,0.00,0.49
BEAUFORT - NEW RIVER 3,777,23,761,665,55,1,0,0,4,85.59,7.08,2.96,0.13,0.00,0.00,0.51
BEAUFORT - PALMETTO BLUFF,1193,26,1208,1128,47,0,2,0,10,94.55,3.94,2.18,0.00,0.17,0.00,0.84
BEAUFORT - PORT ROYAL 1,1555,39,1516,841,546,0,0,0,0,54.08,35.11,2.51,0.00,0.00,0.00,0.00
BEAUFORT - PORT ROYAL 2,1645,107,1529,1027,375,49,0,0,4,62.43,22.80,6.50,2.98,0.00,0.00,0.24
BEAUFORT - PRITCHARDVILLE 1,1460,130,1305,1137,131,0,0,0,0,77.88,8.97,8.90,0.00,0.00,0.00,0.00
BEAUFORT - RIVERBEND 1,753,33,718,652,43,11,0,0,0,86.59,5.71,4.38,1.46,0.00,0.00,0.00
BEAUFORT - RIVERBEND 2,195,9,185,169,9,3,0,0,0,86.67,4.62,4.62,1.54,0.00,0.00,0.00
BEAUFORT - ROSE HILL 1,1104,58,1062,930,55,21,0,0,0,84.24,4.98,5.25,1.90,0.00,0.00,0.00
BEAUFORT - ROSE HILL 2,757,40,728,638,37,14,0,0,0,84.28,4.89,5.28,1.85,0.00,0.00,0.00
BEAUFORT - SANDY POINTE,1867,223,1435,1142,202,59,0,0,0,61.17,10.82,11.94,3.16,0.00,0.00,0.00
BEAUFORT - SEABROOK 1,1666,48,1611,967,523,15,8,0,6,58.04,31.39,2.88,0.90,0.48,0.00,0.36
BEAUFORT - SEABROOK 2,781,0,789,295,450,0,0,0,0,37.77,57.62,0.00,0.00,0.00,0.00,0.00
BEAUFORT - SEABROOK 3,1495,10,1490,898,561,5,0,0,0,60.07,37.53,0.67,0.33,0.00,0.00,0.00
BEAUFORT - SHELDON 1,1394,63,1329,734,581,0,0,0,0,52.65,41.68,4.52,0.00,0.00,0.00,0.00
BEAUFORT - SHELDON 2,979,0,981,150,844,0,0,0,0,15.32,86.21,0.00,0.00,0.00,0.00,0.00
BEAUFORT - SPANISH WELLS,905,164,741,574,143,3,0,0,0,63.43,15.80,18.12,0.33,0.00,0.00,0.00
BEAUFORT - ST. HELENA 1A,1430,30,1414,256,1159,32,0,0,0,17.90,81.05,2.10,2.24,0.00,0.00,0.00
BEAUFORT - ST. HELENA 1B,2039,21,2016,335,1691,0,0,0,0,16.43,82.93,1.03,0.00,0.00,0.00,0.00
BEAUFORT - ST. HELENA 1C,693,11,681,681,0,0,0,0,0,98.27,0.00,1.59,0.00,0.00,0.00,0.00
BEAUFORT - ST. HELENA 1D,539,9,531,531,0,0,0,0,0,98.52,0.00,1.67,0.00,0.00,0.00,0.00
BEAUFORT - ST. HELENA 2A,1582,22,1558,643,853,42,0,0,0,40.64,53.92,1.39,2.65,0.00,0.00,0.00
BEAUFORT - ST. HELENA 2B,1086,33,1043,259,714,0,0,0,0,23.85,65.75,3.04,0.00,0.00,0.00,0.00
BEAUFORT - ST. HELENA 2C,1036,15,1021,1005,0,0,0,0,0,97.01,0.00,1.45,0.00,0.00,0.00,0.00
BEAUFORT - SUN CITY 1,1160,25,1124,1151,6,43,5,0,0,99.22,0.52,2.16,3.71,0.43,0.00,0.00
BEAUFORT - SUN CITY 10,1902,267,1642,1310,119,55,0,0,0,68.87,6.26,14.04,2.89,0.00,0.00,0.00
BEAUFORT - SUN CITY 2,1069,28,1032,1011,0,0,0,0,2,94.57,0.00,2.62,0.00,0.00,0.00,0.19
BEAUFORT - SUN CITY 3,922,0,923,908,0,0,0,0,0,98.48,0.00,0.00,0.00,0.00,0.00,0.00
BEAUFORT - SUN CITY 4,1208,13,1195,1180,0,7,0,0,0,97.68,0.00,1.08,0.58,0.00,0.00,0.00
BEAUFORT - SUN CITY 5,1297,73,1250,1225,0,7,0,0,2,94.45,0.00,5.63,0.54,0.00,0.00,0.15
BEAUFORT - SUN CITY 6,1247,32,1199,1214,0,0,0,0,0,97.35,0.00,2.57,0.00,0.00,0.00,0.00
BEAUFORT - SUN CITY 7,1217,31,1185,1185,0,0,0,0,0,97.37,0.00,2.55,0.00,0.00,0.00,0.00
BEAUFORT - SUN CITY 8,744,104,642,512,47,21,0,0,0,68.82,6.32,13.98,2.82,0.00,0.00,0.00
BEAUFORT - SUN CITY 9,683,0,684,673,0,0,0,0,0,98.54,0.00,0.00,0.00,0.00,0.00,0.00
BERKELEY - ALVIN,1226,0,1236,637,527,7,0,0,0,51.96,42.99,0.00,0.57,0.00,0.00,0.00
BERKELEY - BETHERA,275,5,268,231,9,9,0,0,0,84.00,3.27,1.82,3.27,0.00,0.00,0.00
BERKELEY - BEVERLY HILL,1641,157,1483,1008,341,102,0,0,0,61.43,20.78,9.57,6.22,0.00,0.00,0.00
BERKELEY - BONNEAU,1439,38,1401,859,502,0,1,0,0,59.69,34.89,2.64,0.00,0.07,0.00,0.00
BERKELEY - BONNEAU BEACH,1506,0,1504,1264,73,108,11,0,0,83.93,4.85,0.00,7.17,0.73,0.00,0.00
BERKELEY - BOULDER BLUFF,2187,121,2076,1154,772,78,0,0,24,52.77,35.30,5.53,3.57,0.00,0.00,1.10
BERKELEY - BUSHY PARK,57,0,59,57,0,0,0,0,0,100.00,0.00,0.00,0.00,0.00,0.00,0.00
BERKELEY - CAINHOY,1292,72,1222,340,859,5,0,0,0,26.32,66.49,5.57,0.39,0.00,0.00,0.00
BERKELEY - CANE BAY,5714,585,5148,3730,991,257,11,0,64,65.28,17.34,10.24,4.50,0.19,0.00,1.12
BERKELEY - CANE BAY EAST,1511,32,1477,1488,35,0,0,4,0,98.48,2.32,2.12,0.00,0.00,0.26,0.00
BERKELEY - CANE BAY NORTH,2308,140,2144,1791,196,65,1,0,28,77.60,8.49,6.07,2.82,0.04,0.00,1.21
BERKELEY - CANE BAY SOUTH,1669,99,1572,1286,208,0,0,0,0,77.05,12.46,5.93,0.00,0.00,0.00,0.00
BERKELEY - CARNES CROSS ROAD 1,1765,78,1686,1624,53,5,35,6,3,92.01,3.00,4.42,0.28,1.98,0.34,0.17
BERKELEY - CARNES CROSS ROADS 2,1511,132,1384,1194,134,16,0,0,4,79.02,8.87,8.74,1.06,0.00,0.00,0.26
BERKELEY - CENTRAL,2907,98,2809,1537,1151,64,0,0,0,52.87,39.59,3.37,2.20,0.00,0.00,0.00
BERKELEY - COBBLESTONE,2827,181,2645,1628,752,87,0,0,5,57.59,26.60,6.40,3.08,0.00,0.00,0.18
BERKELEY - CORDESVILLE,1154,3,1151,745,423,0,0,0,0,64.56,36.66,0.26,0.00,0.00,0.00,0.00
BERKELEY - CROSS,1078,7,1066,904,248,0,0,0,0,83.86,23.01,0.65,0.00,0.00,0.00,0.00
BERKELEY - CYPRESS,2696,195,2503,1505,916,36,1,0,0,55.82,33.98,7.23,1.34,0.04,0.00,0.00
BERKELEY - DANIEL ISLAND 1,2432,0,2432,2274,16,55,0,74,13,93.50,0.66,0.00,2.26,0.00,3.04,0.53
BERKELEY - DANIEL ISLAND 2,1514,167,1347,1302,8,0,0,0,0,86.00,0.53,11.03,0.00,0.00,0.00,0.00
BERKELEY - DANIEL ISLAND 3,1945,37,1914,1723,138,22,0,0,0,88.59,7.10,1.90,1.13,0.00,0.00,0.00
BERKELEY - DANIEL ISLAND 4,3831,51,3774,3532,17,99,0,0,0,92.20,0.44,1.33,2.58,0.00,0.00,0.00
BERKELEY - DEVON FOREST 1,2651,224,2434,1718,700,38,0,0,0,64.81,26.41,8.45,1.43,0.00,0.00,0.00
BERKELEY - DEVON FOREST 2,1952,148,1797,1368,370,23,0,16,0,70.08,18.95,7.58,1.18,0.00,0.82,0.00
BERKELEY - DISCOVERY,2391,189,2181,1255,668,41,14,0,0,52.49,27.94,7.90,1.71,0.59,0.00,0.00
BERKELEY - EADYTOWN,917,0,916,210,663,0,0,0,0,22.90,72.30,0.00,0.00,0.00,0.00,0.00
BERKELEY - FIFTY-TWO,1831,144,1689,992,668,18,1,0,0,54.18,36.48,7.86,0.98,0.05,0.00,0.00
BERKELEY - FOSTER CREEK 1,1664,153,1499,1125,342,31,64,0,19,67.61,20.55,9.19,1.86,3.85,0.00,1.14
BERKELEY - FOSTER CREEK 2,2509,65,2452,1922,279,208,0,0,0,76.60,11.12,2.59,8.29,0.00,0.00,0.00
BERKELEY - FOSTER CREEK 3,2097,118,1969,1556,196,118,0,0,27,74.20,9.35,5.63,5.63,0.00,0.00,1.29
BERKELEY - FOXBANK,2981,152,2830,1969,731,20,33,0,0,66.05,24.52,5.10,0.67,1.11,0.00,0.00
BERKELEY - HANAHAN 1,2747,151,2596,2322,244,12,0,0,0,84.53,8.88,5.50,0.44,0.00,0.00,0.00
BERKELEY - HANAHAN 2,1517,34,1469,1047,341,38,0,0,0,69.02,22.48,2.24,2.50,0.00,0.00,0.00
BERKELEY - HANAHAN 3,1545,135,1414,1087,226,37,0,0,0,70.36,14.63,8.74,2.39,0.00,0.00,0.00
BERKELEY - HANAHAN 4,1639,252,1351,1098,107,108,0,0,24,66.99,6.53,15.38,6.59,0.00,0.00,1.46
BERKELEY - HANAHAN 5,450,15,445,393,38,13,0,0,0,87.33,8.44,3.33,2.89,0.00,0.00,0.00
BERKELEY - HARBOUR LAKE,2199,347,1921,787,974,84,0,0,0,35.79,44.29,15.78,3.82,0.00,0.00,0.00
BERKELEY - HILTON CROSS ROADS,2173,62,2113,1061,987,0,0,0,9,48.83,45.42,2.85,0.00,0.00,0.00,0.41
BERKELEY - HORSESHOE,1222,49,1178,962,240,2,5,0,0,78.72,19.64,4.01,0.16,0.41,0.00,0.00
BERKELEY - HOWE HALL 1,2669,325,2345,1296,878,34,0,0,45,48.56,32.90,12.18,1.27,0.00,0.00,1.69
BERKELEY - HOWE HALL 2,1457,118,1274,617,613,42,3,0,0,42.35,42.07,8.10,2.88,0.21,0.00,0.00
BERKELEY - HUGER,1507,57,1454,764,671,0,0,0,0,50.70,44.53,3.78,0.00,0.00,0.00,0.00
BERKELEY - JAMESTOWN,570,5,559,307,240,0,0,0,0,53.86,42.11,0.88,0.00,0.00,0.00,0.00
BERKELEY - LEBANON,800,10,788,660,99,0,0,0,7,82.50,12.38,1.25,0.00,0.00,0.00,0.88
BERKELEY - LIBERTY HALL,2837,215,2623,1715,730,161,0,0,0,60.45,25.73,7.58,5.68,0.00,0.00,0.00
BERKELEY - LIVE OAK,1745,42,1700,1586,64,3,13,7,2,90.89,3.67,2.41,0.17,0.74,0.40,0.11
BERKELEY - MACEDONIA,2324,42,2279,2112,94,0,0,0,42,90.88,4.04,1.81,0.00,0.00,0.00,1.81
BERKELEY - MACEDONIA 2,297,4,295,271,5,18,0,0,0,91.25,1.68,1.35,6.06,0.00,0.00,0.00
BERKELEY - MCBETH,791,0,790,540,213,0,0,0,0,68.27,26.93,0.00,0.00,0.00,0.00,0.00
BERKELEY - MEDWAY,3214,119,3085,1580,1207,163,12,0,7,49.16,37.55,3.70,5.07,0.37,0.00,0.22
BERKELEY - MONCKS CORNER 1,2772,220,2559,1371,1093,27,0,24,2,49.46,39.43,7.94,0.97,0.00,0.87,0.07
BERKELEY - MONCKS CORNER 2,2571,59,2481,1210,1234,4,0,0,12,47.06,48.00,2.29,0.16,0.00,0.00,0.47
BERKELEY - MONCKS CORNER 3,2880,217,2671,1326,1404,2,13,0,0,46.04,48.75,7.53,0.07,0.45,0.00,0.00
BERKELEY - MONCKS CORNER 4,1293,0,1293,1110,100,0,51,0,0,85.85,7.73,0.00,0.00,3.94,0.00,0.00
BERKELEY - MOULTRIE,1560,0,1568,566,836,0,0,0,0,36.28,53.59,0.00,0.00,0.00,0.00,0.00
BERKELEY - NEXTON,2852,204,2645,2227,313,26,0,0,8,78.09,10.97,7.15,0.91,0.00,0.00,0.28
BERKELEY - NORTH CREEK,1028,88,940,642,257,19,0,0,2,62.45,25.00,8.56,1.85,0.00,0.00,0.19
BERKELEY - OLD 52,1709,40,1612,732,868,0,0,0,0,42.83,50.79,2.34,0.00,0.00,0.00,0.00
BERKELEY - PIMLICO,1965,6,1967,1813,137,0,0,0,0,92.26,6.97,0.31,0.00,0.00,0.00,0.00
BERKELEY - PINE GROVE,0,0,0,0,0,0,0,0,0,,,,,,,
BERKELEY - PINOPOLIS,1981,28,1977,1581,353,18,0,0,0,79.81,17.82,1.41,0.91,0.00,0.00,0.00
BERKELEY - POMFLANT,4,0,4,3,0,0,0,0,0,75.00,0.00,0.00,0.00,0.00,0.00,0.00
BERKELEY - ROYLE,1208,128,1080,657,369,16,0,0,1,54.39,30.55,10.60,1.32,0.00,0.00,0.08
BERKELEY - RUSSELLVILLE,1659,0,1658,249,1466,0,1,0,0,15.01,88.37,0.00,0.00,0.06,0.00,0.00
BERKELEY - SANGAREE 1,1959,33,1983,1484,390,34,12,0,0,75.75,19.91,1.68,1.74,0.61,0.00,0.00
BERKELEY - SANGAREE 2,1750,48,1702,1088,575,0,0,0,4,62.17,32.86,2.74,0.00,0.00,0.00,0.23
BERKELEY - SANGAREE 3,1705,46,1679,1177,417,29,0,17,7,69.03,24.46,2.70,1.70,0.00,1.00,0.41
